Source,Page number,Order,Week,Type,Lexicality,Orthography,Phonology,Flag for discussion,Notes,Mismatch with CMU Transcription,Coder(s),,,,,,
"Phase 4, Teaching and practising high-frequency (common) words ",118,47,17,Rule example word,Word,children,tʃɪldɹɛn,"""",""", part of the high frequency words children must learn in Phase 4",1 - tʃɪldɹʌn,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,helpdesk,hɛlpdɛsk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,sandpit,sændpɪt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,windmill,wɪndmɪl,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,softest,sɑftəst,"""","""",1 - sɔftʌst,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,pondweed,pɑndwid,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,desktop,dɛsktɑp,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,helper,hɛlpɚ,"""","""",1 - hɛlpɝ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,handstand,hændstænd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,melting,mɛltɪŋ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,seventh,sɛvɛnθ,"""","""",1 - sɛvʌnθ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,shampoo,ʃæmpu,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,Chester,tʃɛstɚ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,giftbox,gɪftbɑks,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,shelter,ʃɛltɚ,"""","""",1 - ʃɛltɝ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,lunchbox,lʌntʃbɑks,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,sandwich,sændwɪtʃ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,shelving,ʃɛlvɪŋ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,Manchester,mæntʃɛstɚ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,chimpanzee,tʃɪmpænzi,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,champion,tʃæmpiən,"""","""",1 - tʃæmpiʌn,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CVCC words, Polysyllabic words",126,47,17,Rule example word,Word,thundering,θʌndɝɪŋ,"""","""",0,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,48,17,Tricky word,Word,said,sɛd,,,0,YL,,,,,,
"Phase 4, Suggested timetable for Phase Four - discrete teaching",108,48,17,Tricky word,Word,so,soʊ,,,0,YL,,,,,,
"Phase 4, Teaching and practising high-frequency (common) words ",118,49,"17, 18, 19, 20",Rule example word,Word,went,wɛnt,order is unclear ,"Children ""practice reading and spelling high frequency words"""" in all weeks in phase 4"", part of the high frequency words children must learn in Phase 4",0,YL,,,,,,
"Phase 4, Teaching and practising high-frequency (common) words ",118,49,"17, 18, 19, 20",Rule example word,Word,just,dʒʌst,"""","""",0,YL,,,,,,
"Phase 4, Teaching and practising high-frequency (common) words ",118,49,"17, 18, 19, 20",Rule example word,Word,help,hɛlp,"""","""",0,YL,,,,,,
"Phase 4, Teaching and practising high-frequency (common) words",118,49,"17, 18, 19, 20",Rule example word,Word,from,fɹʌm,""", is an exception but is not taught as such",""", ""o"" pronounced as /ʌ/",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Fred and Brett spent a week in Spain.,fɹɛd ænd bɹɛt spɛnt ə wik ɪn speɪn,Order is unclear ,"They practice reading sentences in all week, and they don't learn any new GPCs or graphemes.",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,Fred,fɹɛd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,spent,spɛnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,spain,speɪn,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,I kept bumping into things in the dark.,aɪ kɛpt bʌmpɪŋ ɪntu θɪŋs ɪn ðə dɑɹk ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,bumping,bʌmpɪŋ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,things,θɪŋz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Milk is good for children's teeth.,mɪlk ɪs gʊd fɔɹ tʃɪldɹɛns tiθ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,teeth,tiθ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,The clown did tricks with a chimpanzee.,ðə klaʊn did tʃɹɪks wɪθ ʌ tʃɪmpænzi,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,tricks,tʃɹɪks,""", Is an exception but is not taught as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹɪks,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,The frog jumps in the pond and swims off.,ðə fɹɑg dʒʌmps ɪn ðə pɑnd ænd swɪms ɑf ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,jumps,dʒʌmps,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,swims,swɪmz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,I must not tramp on the flowers.,aɪ mʌst nɑt tʃɹæmp ɑn ðə flaʊwɚz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,must,mʌst,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,flowers,flaʊɚz,""", Is an exception but is not taught as such ",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",1 - flaʊɝz,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,A crab crept into a crack in the rock.,ə kɹæb kɹɛpt ɪntu ə kɹæk ɪn ðə ɹɑk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,crack,kɹæk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,A drip from the tap drops in the sink.,ə dʒɹɪp fɹɑm ðə tæp dʒɹɑps ɪn ðə sɪnk  ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,drip,dʒɹɪp,""", Exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹɪp,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,drops,dʒɹɑps,""", Exception that isn't mentioned as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹɑps,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,I can hear twigs snapping in the wind.,aɪ kæn hiɹ twɪgs snæpɪŋ ɪn ðə wɪnd ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,twigs,twɪgz,""", exception that isn't taught as such",""", 's' pronouned as /z/",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example word,Word,snapping,snæpɪŋ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Sentences",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,It is fun to camp in a tent.,ɪt ɪs fʌn tu kæmp ɪn ə tɛnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can a clock get cross?,kæn ʌ klɑk gɛt kɹɑs,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,clock,klɑk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,cross,kɹɑs,"""","""",1 - kɹɔs,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can crabs clap hands?,kæn kɹæbs klæp hænds?,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,crabs,kɹæbz,""", exception that isn't taught as such",""", 's' pronouned as /z/",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,hands,hændz,""", exception that isn't taught as such",""", 's' pronouned as /z/",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Are you fond of plums?,ɑɹ ju fɑnd ɑv plʌms,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Did a shark ever jump up a tree?,dɪd ə ʃɑɹk ɛvɚ dʒʌmp ʌp ə tʃɹi,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,shark,ʃɑɹk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,ever,ɛvɚ,"""","""",1 - ɛvɝ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can frogs swim in ponds?,kæn fɹɑgz swɪm ɪn pɑndz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,frogs,fɹɑgz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,ponds,pɑndz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Is the moon green?,ɪz ðə mun gɹin,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can you bang on a big drum?,kæn ju bæŋ ɑn ə bɪg dɹʌm,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,drum,dʒɹʌm,""", Is an exception word but is not taught as such",""", We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - dɹʌm,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Have you ever slept in a tent?,hæv ju ɛvɚ slɛpt ɪn ə tɛnt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Are all children good at sport?, ɑɹ ɑl tʃɪldɹɛn gʊd æt spɔɹt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Have you seen a trail left by a snail?,hæv ju sin ə treɪl lɛft baɪ ə sneɪl,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,snail,sneɪl,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,left,lɛft,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,by,baɪ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Are you afraid of thunderstorms?, ɑɹ ju ʌfɹeɪd ɑv θʌndɚstɔɹmz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,afraid,ʌfɹeɪd,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,thunderstorms,θʌndɚstɔɹmz,"""","May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception.",1 - θʌndɝstɔɹmz,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can a spoon grab a fork?,kæn ə spun gɹæb ə fɔɹk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Do chimps come from Mars?,du tʃɪmps kʌm fɹʌm mɑɹz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,do,du,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,chimps,tʃɪmps,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,Mars,mɑɹz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can letters have stamps stuck on them?,kæn lɛɾɚz hæv stæmps stʌk ɑn ðɛm,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,letters,lɛɾɚz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",1 - lɛtɝz,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,stuck,stʌk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,stamps,stæmps,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Do trains run on tracks?,du tʃɹeɪnz ɹʌn ɑn tʃɹæks,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,trains,tʃɹeɪnz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. Additionally, we've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell",1 - tɹeɪnz,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,tracks,tʃɹæks,""", Is an exception word but is not taught as such",We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹæks,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Will a truck go up steep stairs?,wɪl ə tʃɹʌk goʊ ʌp stip stɛɹz,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,stairs,stɛɹz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Do some dogs have black spots?,du sʌm dɑgz hæv blæk spɑts ,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,black,blæk,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,spots,spɑts,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Are you glad when you have a pain?,ɑɹ ju glæd wɛn ju hæv ə peɪn ,"""","""",0,YL,,,,,,"May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. "
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,when,wɛn,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example sentence,Word Sentence,Can we see the stars on a clear night?,kæn wi si ðə stɑɹz ɑn ə kliɹ naɪt,"""","""",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, Yes/no questions",128,50,"17, 18, 19, 20",Rule example word,Word,stars,stɑɹz,""", Is an exception word but is not taught as such",""", May have taught ""s"" as /z/ previously for the tricky word ""was"", but this word is not marked as explicit exception. ",0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,stop,stɑp,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,spot,spɑt,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,frog,fɹɑg,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,step,stɛp,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,plan,plæn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,speck,spɛk,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,trip,tʃɹɪp, Is an exception word but is not taught as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹɪp,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,grab,gɹæb,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,track,tʃɹæk, Is an exception word but is not taught as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹæk,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,spin,spɪn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,flag,flæg,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,grip,gɹɪp,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,glad,glæd,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,twin,twɪn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,sniff,snɪf,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,plum,plʌm,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,gran,gɹæn,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,swim,swɪm,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,clap,klæp,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCVC words, Words using sets 1-7 letters",127,51,18,Rule example word,Word,drop,dʒɹɑp,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - dɹɑp,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,green,gɹin,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,fresh,fɹɛʃ,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,steep,stip,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,tree,tʃɹi,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹi,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spear,spiɹ,,,1 - spɪɹ,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,smell,smɛl,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,spoil,spɔɪl,,,0,YL,,,,,,
"Phase 4, Bank of suggested words and sentences for use in Phase Four, CCV and CCVC words, Words using Phase Three graphemes",127,51,18,Rule example word,Word,train,tʃɹeɪn,Exception that isn't mentioned as such,We've coded /tr/ and /dr/ word-initial clusters as affricates as this is how they are generally pronounced in NA English and there is some evidence that this may be relevant for children learning to spell,1 - tɹeɪn,YL,,,,,,
